,SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
6804,BEL,Bharat Electronics Limited,EQ,Annual General Meeting / Final Dividend - Rs 16.30/- Per Share,1.0,06-Sep-2013,-,11-Sep-2013,20-Sep-2013
7151,BEL,Bharat Electronics Limited,EQ,Interim Dividend - Rs 6/- Per Share (Purpose Revised),1.0,29-Jan-2014,30-Jan-2014,-,-
7966,BEL,Bharat Electronics Limited,EQ,Annual General Meeting / Final Dividend - Rs 17.30/- Per Share,1.0,12-Sep-2014,-,16-Sep-2014,25-Sep-2014
8241,BEL,Bharat Electronics Limited,EQ,Interim Dividend Rs.6/- Per Share (Purpose Revised),1.0,28-Jan-2015,29-Jan-2015,-,-
8763,BEL,Bharat Electronics Limited,EQ, Annual General Meeting/ Dividend - Rs 23.20/- Per Share,1.0,10-Aug-2015,-,12-Aug-2015,14-Aug-2015
9289,BEL,Bharat Electronics Limited,EQ, Interim Dividend -  Rs 2.50 Per Share (Purpose Revised),1.0,04-Feb-2016,05-Feb-2016,-,-
9966,BEL,Bharat Electronics Limited,EQ, Annual General Meeting/Dividend Rs 14.50 Per Share,1.0,18-Aug-2016,-,22-Aug-2016,24-Aug-2016
10388,BEL,Bharat Electronics Limited,EQ, Interim Dividend Rs 3/- Per Share (Purpose Revised),1.0,02-Feb-2017,04-Feb-2017,-,-
10527,BEL,Bharat Electronics Limited,EQ, Interim Dividend Re 0.90 Per Share,1.0,29-Mar-2017,30-Mar-2017,-,-
10988,BEL,Bharat Electronics Limited,EQ, Annual General Meeting/Dividend - Rs 1.05 Per Share,1.0,14-Aug-2017,-,17-Aug-2017,21-Aug-2017
11524,BEL,Bharat Electronics Limited,EQ, Interim Dividend Rs 1.60 Per Share,1.0,08-Feb-2018,09-Feb-2018,-,-
12129,BEL,Bharat Electronics Limited,EQ, Annual General Meeting/Dividend- Re 0.40 Per Share,1.0,20-Aug-2018,-,22-Aug-2018,24-Aug-2018
12672,BEL,Bharat Electronics Limited,EQ, Interim Dividend - Re 0.30 Per Share,1.0,08-Feb-2019,11-Feb-2019,-,-
12762,BEL,Bharat Electronics Limited,EQ, Interim Dividend - Re 0.70 Per Share,1.0,19-Mar-2019,20-Mar-2019,-,-
12779,BEL,Bharat Electronics Limited,EQ, Interim Dividend - Re 0.70 Per Share,1.0,27-Mar-2019,28-Mar-2019,-,-
13326,BEL,Bharat Electronics Limited,EQ, Annual General Meeting/Dividend - Rs 1.70 Per Share,1.0,20-Aug-2019,-,22-Aug-2019,24-Aug-2019
13834,BEL,Bharat Electronics Limited,EQ, Interim Dividend - Rs 1.40 Per Share,1.0,11-Feb-2020,12-Feb-2020,-,-
14525,BEL,Bharat Electronics Limited,EQ, Annual General Meeting/Dividend - Rs 1.40 Per Share,1.0,15-Sep-2020,-,17-Sep-2020,20-Sep-2020
14845,BEL,Bharat Electronics Limited,EQ, Interim Dividend - Rs 1.40 Per Share,1.0,08-Feb-2021,09-Feb-2021,-,-
14983,BEL,Bharat Electronics Limited,EQ, Interim Dividend - Rs 1.40  Per Share,1.0,23-Mar-2021,24-Mar-2021,-,-
15643,BEL,Bharat Electronics Limited,EQ, Annual General Meeting/Dividend - Rs 1.20 Per Share,1.0,14-Sep-2021,-,16-Sep-2021,19-Sep-2021
16102,BEL,Bharat Electronics Limited,EQ,Interim Dividend - Rs 1.50 Per Share,1.0,09-Feb-2022,10-Feb-2022,-,-
16236,BEL,Bharat Electronics Limited,EQ,Interim Dividend - Rs 1.50 Per Share,1.0,24-Mar-2022,26-Mar-2022,-,-
16709,BEL,Bharat Electronics Limited,EQ,Annual General Meeting/Dividend - Rs 1.50 Per Share,1.0,08-Aug-2022,-,11-Aug-2022,14-Aug-2022
17474,BEL,Bharat Electronics Limited,EQ,Interim Dividend - Re 0.60 Per Share,1.0,10-Feb-2023,10-Feb-2023,-,-
17606,BEL,Bharat Electronics Limited,EQ,Interim Dividend - Rs 0.60 Per Share,1.0,24-Mar-2023,25-Mar-2023,-,-
18218,BEL,Bharat Electronics Limited,EQ,Annual General Meeting/Dividend - Re 0.60 Per Share,1.0,17-Aug-2023,-,18-Aug-2023,20-Aug-2023
18928,BEL,Bharat Electronics Limited,EQ,Interim Dividend - Re 0.70 Per Share,1.0,09-Feb-2024,10-Feb-2024,-,-
19077,BEL,Bharat Electronics Limited,EQ,Interim Dividend - Re 0.70 Per Share,1.0,22-Mar-2024,23-Mar-2024,-,-
19688,BEL,Bharat Electronics Limited,EQ,Annual General Meeting/Dividend - Re 0.80 Per Share,1.0,14-Aug-2024,-,16-Aug-2024,18-Aug-2024
3315,BHARTIARTL,Bharti Airtel Limited,EQ,Annual General Meeting And Dividend Re.1/- Per Share,5.0,18-Aug-2010,-,21-Aug-2010,01-Sep-2010
4442,BHARTIARTL,Bharti Airtel Limited,EQ,Annual General Meeting And Dividend Re.1/- Per Share,5.0,17-Aug-2011,-,20-Aug-2011,01-Sep-2011
5566,BHARTIARTL,Bharti Airtel Limited,EQ,Annual General Meeting / Dividend Rs 1 Per Share,5.0,16-Aug-2012,-,18-Aug-2012,06-Sep-2012
6191,BHARTIARTL,Bharti Airtel Limited,EQ,Annual General Meeting / Dividend Re 1 Per Share,5.0,23-May-2013,-,25-May-2013,31-May-2013
7761,BHARTIARTL,Bharti Airtel Limited,EQ,Annual General Meeting / Final Dividend - Rs 1.80/- Per Share / Interim Dividend - Rs 1.63/- Per Share (Purpose Revised),5.0,21-Aug-2014,-,23-Aug-2014,01-Sep-2014
8778,BHARTIARTL,Bharti Airtel Limited,EQ, Dividend - Rs 2.22/- Per Share,5.0,13-Aug-2015,-,15-Aug-2015,21-Aug-2015
9937,BHARTIARTL,Bharti Airtel Limited,EQ, Annual General Meeting/ Dividend - Rs 1.36/- Per Share,5.0,11-Aug-2016,-,13-Aug-2016,19-Aug-2016
10685,BHARTIARTL,Bharti Airtel Limited,EQ, Annual General Meeting/Dividend - Re 1 Per Share,5.0,13-Jul-2017,-,15-Jul-2017,24-Jul-2017
11495,BHARTIARTL,Bharti Airtel Limited,EQ, Interim Dividend - Rs 2.84 Per Share,5.0,30-Jan-2018,31-Jan-2018,-,-
12027,BHARTIARTL,Bharti Airtel Limited,EQ, Annual General Meeting/Dividend Rs 2.50 Per Share,5.0,02-Aug-2018,-,04-Aug-2018,08-Aug-2018
12548,BHARTIARTL,Bharti Airtel Limited,EQ, Interim Dividend Rs - 2.50 Per Share,5.0,05-Nov-2018,06-Nov-2018,-,-
14335,BHARTIARTL,Bharti Airtel Limited,EQ, Dividend - Rs 2 Per Share,5.0,06-Aug-2020,07-Aug-2020,-,-
16642,BHARTIARTL,Bharti Airtel Limited,EQ,Dividend - Rs 3 Per Share,5.0,01-Aug-2022,02-Aug-2022,-,-
18164,BHARTIARTL,Bharti Airtel Limited,EQ,Dividend - Rs 4 Per Share,5.0,11-Aug-2023,11-Aug-2023,-,-
19622,BHARTIARTL,Bharti Airtel Limited,EQ,Dividend - Rs 8 Per Share,5.0,07-Aug-2024,07-Aug-2024,-,-
995,BPCL,Bharat Petroleum Corporation Limited,EQ,Dividend-25%,10.0,15-Nov-2006,-,17-Nov-2006,14-Dec-2006
1033,BPCL,Bharat Petroleum Corporation Limited,EQ,Interim Dividend - 60%,10.0,15-Jan-2007,16-Jan-2007,-,-
1493,BPCL,Bharat Petroleum Corporation Limited,EQ,Agm/Final Dividend-100%,10.0,04-Sep-2007,-,06-Sep-2007,19-Sep-2007
2305,BPCL,Bharat Petroleum Corporation Limited,EQ,Agm/Dividend - 40%,10.0,10-Sep-2008,-,12-Sep-2008,22-Sep-2008
3416,BPCL,Bharat Petroleum Corporation Limited,EQ,Annual General Meeting And Dividend Rs.14/- Per Share,10.0,08-Sep-2010,-,13-Sep-2010,24-Sep-2010
4540,BPCL,Bharat Petroleum Corporation Limited,EQ,Annual General Meeting And Dividend Rs.14/- Per Share,10.0,05-Sep-2011,-,07-Sep-2011,16-Sep-2011
5292,BPCL,Bharat Petroleum Corporation Limited,EQ,Annual General Meeting/ Dividend Rs 11/- Per Share/ Bonus 1:1,10.0,13-Jul-2012,-,17-Jul-2012,17-Jul-2012
6795,BPCL,Bharat Petroleum Corporation Limited,EQ,Annual General Meeting And Dividend Rs.11/- Per Share,10.0,06-Sep-2013,-,11-Sep-2013,20-Sep-2013
7875,BPCL,Bharat Petroleum Corporation Limited,EQ,Annual General Meeting/Dividend - Rs.17/- Per Share,10.0,05-Sep-2014,-,09-Sep-2014,18-Sep-2014
8850,BPCL,Bharat Petroleum Corporation Limited,EQ,Annual General Meeting/ Dividend - Rs 22.50/- Per Share,10.0,28-Aug-2015,-,01-Sep-2015,09-Sep-2015
9281,BPCL,Bharat Petroleum Corporation Limited,EQ, Interim Dividend -  Rs 12.50/- Per Share,10.0,02-Feb-2016,03-Feb-2016,-,-
9377,BPCL,Bharat Petroleum Corporation Limited,EQ, Interim Dividend - Rs 3.50/- Per Share,10.0,03-Mar-2016,05-Mar-2016,-,-
9658,BPCL,Bharat Petroleum Corporation Limited,EQ, Annual General Meeting/Dividend Rs 15/- Per Share,10.0,06-Jun-2016,-,08-Jun-2016,10-Jun-2016
10486,BPCL,Bharat Petroleum Corporation Limited,EQ, Interim Dividend Rs 15.50 Per Share + Special Dividend Rs 4/- Per Share,10.0,28-Feb-2017,01-Mar-2017,-,-
10523,BPCL,Bharat Petroleum Corporation Limited,EQ, Special Interim Dividend Rs 12/- Per Share,10.0,24-Mar-2017,27-Mar-2017,-,-
10587,BPCL,Bharat Petroleum Corporation Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,10.0,08-Jun-2017,-,12-Jun-2017,13-Jun-2017
11588,BPCL,Bharat Petroleum Corporation Limited,EQ, Interim Dividend - Rs 14 Per Share,10.0,22-Feb-2018,24-Feb-2018,-,-
12205,BPCL,Bharat Petroleum Corporation Limited,EQ, Annual General Meeting/Dividend Rs- 7 Per Share,10.0,31-Aug-2018,-,04-Sep-2018,11-Sep-2018
12727,BPCL,Bharat Petroleum Corporation Limited,EQ, Interim Dividend Rs - 11 Per Share,10.0,21-Feb-2019,23-Feb-2019,-,-
13344,BPCL,Bharat Petroleum Corporation Limited,EQ, Dividend - Rs 8 Per Share,10.0,21-Aug-2019,-,23-Aug-2019,30-Aug-2019
14168,BPCL,Bharat Petroleum Corporation Limited,EQ, Interim Dividend - Rs 16.50 Per Share,10.0,23-Mar-2020,24-Mar-2020,-,-
14921,BPCL,Bharat Petroleum Corporation Limited,EQ, Interim Dividend - Rs 16 Per Share,10.0,17-Feb-2021,19-Feb-2021,-,-
14987,BPCL,Bharat Petroleum Corporation Limited,EQ, Interim Dividend - Rs 5 Per Share,10.0,25-Mar-2021,27-Mar-2021,-,-
15695,BPCL,Bharat Petroleum Corporation Limited,EQ, Annual General Meeting/Dividend - Rs 23 Per Share/Special Dividend - Rs 35 Per Share,10.0,16-Sep-2021,-,18-Sep-2021,27-Sep-2021
15950,BPCL,Bharat Petroleum Corporation Limited,EQ, Interim Dividend - Rs 5 Per Share,10.0,11-Nov-2021,12-Nov-2021,-,-
16121,BPCL,Bharat Petroleum Corporation Limited,EQ,Interim Dividend - Rs 5 Per Share,10.0,10-Feb-2022,11-Feb-2022,-,-
16838,BPCL,Bharat Petroleum Corporation Limited,EQ,Annual General Meeting/Dividend - Rs 6 Per Share,10.0,19-Aug-2022,-,23-Aug-2022,29-Aug-2022
18188,BPCL,Bharat Petroleum Corporation Limited,EQ,Dividend - Rs 4 Per Share,10.0,11-Aug-2023,11-Aug-2023,-,-
18852,BPCL,Bharat Petroleum Corporation Limited,EQ,Interim Dividend - Rs 21 Per Share,10.0,12-Dec-2023,12-Dec-2023,-,-
19633,BPCL,Bharat Petroleum Corporation Limited,EQ,Dividend - Rs 10.5 Per Share,10.0,09-Aug-2024,09-Aug-2024,-,-
1990,BRITANNIA,Britannia Industries Limited,EQ,Agm/Dividend-180%,1.0,14-Jul-2008,-,16-Jul-2008,28-Jul-2008
3173,BRITANNIA,Britannia Industries Limited,EQ,Dividend-Rs.25/- Per Share,1.0,23-Jul-2010,-,27-Jul-2010,09-Aug-2010
4210,BRITANNIA,Britannia Industries Limited,EQ,Annual General Meeting / Dividend - Rs.6.50 Per Share,1.0,19-Jul-2011,-,21-Jul-2011,06-Aug-2011
5315,BRITANNIA,Britannia Industries Limited,EQ,Annual General Meeting/Dividend - Rs.8.50 Per Share,1.0,17-Jul-2012,-,19-Jul-2012,06-Aug-2012
6478,BRITANNIA,Britannia Industries Limited,EQ,Annual General Meeting/Dividend - Rs.8.50 Per Share,1.0,23-Jul-2013,-,25-Jul-2013,12-Aug-2013
7541,BRITANNIA,Britannia Industries Limited,EQ,Annual General Meeting / Dividend - Rs 12/- Per Share,1.0,23-Jul-2014,-,25-Jul-2014,12-Aug-2014
8633,BRITANNIA,Britannia Industries Limited,EQ,Annual General Meeting/Dividend - Rs 16/- Per Share,1.0,27-Jul-2015,-,29-Jul-2015,04-Aug-2015
9865,BRITANNIA,Britannia Industries Limited,EQ, Annual General Meeting/Dividend Rs 20/- Per Share,1.0,29-Jul-2016,-,02-Aug-2016,08-Aug-2016
10849,BRITANNIA,Britannia Industries Limited,EQ, Annual General Meeting/Dividend - Rs 22/- Per Share,1.0,28-Jul-2017,-,01-Aug-2017,07-Aug-2017
11955,BRITANNIA,Britannia Industries Limited,EQ, Annual General Meeting / Dividend- Rs 25 Per Share,1.0,27-Jul-2018,-,31-Jul-2018,06-Aug-2018
13187,BRITANNIA,Britannia Industries Limited,EQ, Annual General Meeting/ Dividend - Rs 15 Per Share,1.0,01-Aug-2019,-,03-Aug-2019,09-Aug-2019
14200,BRITANNIA,Britannia Industries Limited,EQ, Interim Dividend-Rs 35 Per Share,1.0,29-Apr-2020,02-May-2020,-,-
14415,BRITANNIA,Britannia Industries Limited,EQ, Interim Dividend - Rs 83 Per Share,1.0,26-Aug-2020,27-Aug-2020,-,-
15002,BRITANNIA,Britannia Industries Limited,EQ, Interim Dividend - Rs 62 Per Share,1.0,08-Apr-2021,10-Apr-2021,-,-
15036,BRITANNIA,Britannia Industries Limited,EQ, Dividend - Rs 12.50 Per Share Pursuant To Scheme,1.0,25-May-2021,27-May-2021,-,-
16370,BRITANNIA,Britannia Industries Limited,EQ,Annual General Meeting/Dividend - Rs 56.50 Per Share,1.0,20-Jun-2022,-,22-Jun-2022,28-Jun-2022
17622,BRITANNIA,Britannia Industries Limited,EQ,Interim Dividend - Rs 72 Per Share,1.0,13-Apr-2023,13-Apr-2023,-,-
19603,BRITANNIA,Britannia Industries Limited,EQ,Annual General Meeting/ Dividend - Rs 73.5 Per Share,1.0,05-Aug-2024,-,06-Aug-2024,12-Aug-2024
2149,CIPLA,Cipla Limited,EQ,Dividend - Rs.2 Per Share,2.0,12-Aug-2008,-,14-Aug-2008,28-Aug-2008
3180,CIPLA,Cipla Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,2.0,23-Jul-2010,-,27-Jul-2010,30-Jul-2010
3399,CIPLA,Cipla Limited,EQ,Special Interim Dividend Re.0.80 Per Share,2.0,03-Sep-2010,06-Sep-2010,-,-
4409,CIPLA,Cipla Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,2.0,09-Aug-2011,-,11-Aug-2011,25-Aug-2011
5482,CIPLA,Cipla Limited,EQ,Annual General Meeting And Dividend - Rs.2/- Per Share,2.0,01-Aug-2012,-,03-Aug-2012,17-Aug-2012
6611,CIPLA,Cipla Limited,EQ,Annual General Meeting/Dividend Rs 2/- Per Equity Share,2.0,06-Aug-2013,-,08-Aug-2013,22-Aug-2013
7665,CIPLA,Cipla Limited,EQ,Annual General Meeting/Dividend Rs 2/- Per Equity Share,2.0,06-Aug-2014,-,08-Aug-2014,22-Aug-2014
8768,CIPLA,Cipla Limited,EQ,Annual General Meeting/Dividend - Rs 2/- Per Share,2.0,11-Aug-2015,-,13-Aug-2015,27-Aug-2015
10107,CIPLA,Cipla Limited,EQ, Annual General Meeting/Dividend Rs 2/- Per Share,2.0,12-Sep-2016,-,15-Sep-2016,28-Sep-2016
10816,CIPLA,Cipla Limited,EQ, Annual General Meeting/Dividend - Rs 2/- Per Share,2.0,26-Jul-2017,-,28-Jul-2017,11-Aug-2017
12093,CIPLA,Cipla Limited,EQ, Annual General Meeting/Dividend- Rs 3 Per Share,2.0,13-Aug-2018,-,16-Aug-2018,30-Aug-2018
13161,CIPLA,Cipla Limited,EQ, Annual General Meeting/Dividend - Rs 3 Per Share,2.0,31-Jul-2019,-,02-Aug-2019,16-Aug-2019
14127,CIPLA,Cipla Limited,EQ, Interim Dividend - Rs 3 Per Share Special Dividend - Re 1 Per Share,2.0,19-Mar-2020,20-Mar-2020,-,-
15364,CIPLA,Cipla Limited,EQ, Annual General Meeting/Dividend - Rs 5 Per Share,2.0,09-Aug-2021,-,11-Aug-2021,25-Aug-2021
16710,CIPLA,Cipla Limited,EQ,Dividend - Rs 5 Per Share,2.0,08-Aug-2022,10-Aug-2022,-,-
17933,CIPLA,Cipla Limited,EQ,Dividend - Rs 8.50 Per Share,2.0,21-Jul-2023,21-Jul-2023,-,-
19588,CIPLA,Cipla Limited,EQ,Dividend - Rs 13 Per Share,2.0,02-Aug-2024,02-Aug-2024,-,-
3868,COALINDIA,Coal India Limited,EQ,Interim Dividend-Rs.3.50 Per Share (Purpose Revised),10.0,18-Feb-2011,21-Feb-2011,-,-
4574,COALINDIA,Coal India Limited,EQ,Annual General Meeting And Dividend Re.0.40 Per Share,10.0,08-Sep-2011,-,12-Sep-2011,16-Sep-2011
5037,COALINDIA,Coal India Limited,EQ,Interim Dividend Rs.9.50 Per Share (Purpose Revised),10.0,15-Mar-2012,17-Mar-2012,-,-
5657,COALINDIA,Coal India Limited,EQ,Annual General Meeting/Dividend Re 0.50 Per Share,10.0,06-Sep-2012,-,10-Sep-2012,14-Sep-2012
6117,COALINDIA,Coal India Limited,EQ,Interim Dividend Rs 9.70 Per Share (Purpose Revised),10.0,18-Mar-2013,19-Mar-2013,-,-
6799,COALINDIA,Coal India Limited,EQ,Annual General Meeting And Final Dividend Rs.4.30 Per Share,10.0,06-Sep-2013,-,11-Sep-2013,18-Sep-2013
7122,COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 29/- Per Share (Purpose Revised),10.0,17-Jan-2014,20-Jan-2014,-,-
8332,COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 20.70/- Per Share (Purpose Revised),10.0,03-Mar-2015,04-Mar-2015,-,-
9381,COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 27.40/- Per Share (Purpose Revised),10.0,14-Mar-2016,15-Mar-2016,-,-
10505,COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 18.75/- Per Share (Purpose Revised),10.0,14-Mar-2017,15-Mar-2017,-,-
10526,COALINDIA,Coal India Limited,EQ, Interim Dividend Rs 1.15 Per Share (Purpose Revised),10.0,27-Mar-2017,29-Mar-2017,-,-
11613,COALINDIA,Coal India Limited,EQ, Interim Dividend Rs 16.50 Per Share (Purpose And Date Revised),10.0,16-Mar-2018,19-Mar-2018,-,-
12629,COALINDIA,Coal India Limited,EQ, Interim Dividend-Rs 7.25 Per Share,10.0,28-Dec-2018,31-Dec-2018,-,-
12770,COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 5.85 Per Share,10.0,22-Mar-2019,25-Mar-2019,-,-
14128,COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 12 Per Share,10.0,19-Mar-2020,20-Mar-2020,-,-
14752,COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 7.50 Per Share,10.0,19-Nov-2020,20-Nov-2020,-,-
14962,COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 5 Per Share,10.0,15-Mar-2021,16-Mar-2021,-,-
15530,COALINDIA,Coal India Limited,EQ, Dividend - Rs 3.50 Per Share,10.0,02-Sep-2021,03-Sep-2021,-,-
16022,COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 9 Per Sh,10.0,06-Dec-2021,07-Dec-2021,-,-
16177,COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 5 Per Share,10.0,21-Feb-2022,22-Feb-2022,-,-
16761,COALINDIA,Coal India Limited,EQ,Dividend - Rs 3 Per Share,10.0,11-Aug-2022,12-Aug-2022,-,-
17325,COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 15 Per Share,10.0,15-Nov-2022,16-Nov-2022,-,-
17450,COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 5.25 Per Share,10.0,08-Feb-2023,08-Feb-2023,-,-
18245,COALINDIA,Coal India Limited,EQ,Dividend - Rs 4 Per Share,10.0,18-Aug-2023,18-Aug-2023,-,-
18824,COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 15.25 Per Share,10.0,21-Nov-2023,21-Nov-2023,-,-
19010,COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 5.25 Per Share,10.0,20-Feb-2024,20-Feb-2024,-,-
19728,COALINDIA,Coal India Limited,EQ,Dividend - Rs 5 Per Share,10.0,16-Aug-2024,16-Aug-2024,-,-
186,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Dividend-Rs.5/- Per Share,5.0,07-Jul-2005,-,11-Jul-2005,15-Jul-2005
638,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Dividend-100%,5.0,07-Jul-2006,-,11-Jul-2006,14-Jul-2006
1277,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Dividend-75%,5.0,06-Jul-2007,-,10-Jul-2007,14-Jul-2007
1944,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Agm/Dividend - 75%,5.0,04-Jul-2008,-,08-Jul-2008,12-Jul-2008
2972,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting And Final Dividend Rs.11.25 Per Share,5.0,02-Jul-2010,-,06-Jul-2010,10-Jul-2010
4064,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting And Dividend Rs.11.25 Per Share,5.0,30-Jun-2011,-,05-Jul-2011,09-Jul-2011
5196,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting And Dividend - Rs.13.75 Per Share,5.0,28-Jun-2012,-,03-Jul-2012,06-Jul-2012
6358,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting And Dividend Rs.15/- Per Share,5.0,12-Jul-2013,-,16-Jul-2013,19-Jul-2013
7456,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting / Final Dividend - Rs 18/- Per Share,5.0,11-Jul-2014,-,15-Jul-2014,18-Jul-2014
8510,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting/Dividend Rs 20/- Per Share,5.0,10-Jul-2015,-,14-Jul-2015,17-Jul-2015
9757,DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/ Dividend - Rs 20/- Per Share,5.0,18-Jul-2016,-,20-Jul-2016,22-Jul-2016
10726,DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend - Rs 20/- Per Share,5.0,17-Jul-2017,-,19-Jul-2017,21-Jul-2017
11813,DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend- Rs 20 Per Share,5.0,16-Jul-2018,-,18-Jul-2018,20-Jul-2018
12963,DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend - Rs 20 Per Share,5.0,15-Jul-2019,-,17-Jul-2019,19-Jul-2019
14255,DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend - Rs 25 Per Share,5.0,13-Jul-2020,-,15-Jul-2020,17-Jul-2020
15138,DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend - Rs 25 Per Share,5.0,09-Jul-2021,-,13-Jul-2021,15-Jul-2021
16459,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting/Dividend - Rs 30 Per Share,5.0,11-Jul-2022,-,13-Jul-2022,15-Jul-2022
17840,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting/Dividend - Rs 40 Per Share,5.0,11-Jul-2023,-,12-Jul-2023,14-Jul-2023
19371,DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting/Dividend - Rs 40 Per Share,5.0,16-Jul-2024,-,17-Jul-2024,19-Jul-2024
314,EICHERMOT,Eicher Motors Limited,EQ,Agm/Dividend-40%,1.0,05-Aug-2005,-,09-Aug-2005,17-Aug-2005
602,EICHERMOT,Eicher Motors Limited,EQ,Agm/Dividend-40%,1.0,22-Jun-2006,-,26-Jun-2006,05-Jul-2006
1846,EICHERMOT,Eicher Motors Limited,EQ,Agm/Dividend - 50%,1.0,26-May-2008,-,28-May-2008,04-Jun-2008
2675,EICHERMOT,Eicher Motors Limited,EQ,Agm/Dividend - 50%,1.0,20-May-2009,-,22-May-2009,29-May-2009
2839,EICHERMOT,Eicher Motors Limited,EQ,Dividend-Rs.7/- Per Share,1.0,05-Mar-2010,-,09-Mar-2010,15-Mar-2010
3881,EICHERMOT,Eicher Motors Limited,EQ,Dividend-Rs.11/- Per Share,1.0,08-Mar-2011,-,10-Mar-2011,18-Mar-2011
5033,EICHERMOT,Eicher Motors Limited,EQ,Dividend-Rs.16 Per Share,1.0,13-Mar-2012,-,15-Mar-2012,22-Mar-2012
